Name,Citation,,Year,Country,Longitude,Latitude,Elevation (m),MAP (mm),MAT (��C),Soil type (FAO),Land-use type,,,depth,Sand,Silt,Clay,pH,soil C,soil N,soil P,SMB C,SMB N,SMB P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Cambisols,Grassland,,,0~10,520,260,220,5.5,2583.3,214.3,25.8,60.3,8.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Luvisols,Grassland,,,0~10,410,350,240,5,2750,285.7,29,68.2,9.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,560,80,360,5,4166.7,357.1,19.4,71,4.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,470,100,430,4.8,3333.3,214.3,12.9,75,6.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,270,380,350,4.7,2500,214.3,16.1,76.9,8.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,180,440,380,5,2416.7,285.7,32.3,78.4,9.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Cambisols,Grassland,,,0~10,370,310,310,5.6,4666.7,428.6,32.3,80.4,11.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Luvisols,Grassland,,,0~10,220,440,340,5.1,3666.7,357.1,32.3,88.2,11.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Luvisols,Grassland,,,0~10,90,370,540,6.8,5000,357.1,35.5,93,13.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Luvisols,Grassland,,,0~10,450,230,330,5.5,3333.3,285.7,19.4,101.7,14,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Cambisols,Grassland,,,0~10,250,350,400,6.2,3750,285.7,41.9,103.2,10.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Luvisols,Grassland,,,0~10,80,490,420,4.8,4000,357.1,29,103.6,14.9,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,200,460,330,4.8,3833.3,357.1,35.5,104,12.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Luvisols,Grassland,,,0~10,470,230,300,5.1,4000,357.1,25.8,108.3,11.6,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Cambisols,Grassland,,,0~10,130,420,450,4.5,4916.7,428.6,48.4,118.9,17.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,370,180,460,4.4,3750,285.7,19.4,119.1,7.6,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,500,180,320,5.1,3500,285.7,25.8,129.4,12.9,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,530,130,340,4.8,3083.3,285.7,19.4,132.9,12.1,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Luvisols,Grassland,,,0~10,100,330,570,6,5666.7,571.4,32.3,148.2,18.9,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,310,330,360,5,3916.7,357.1,29,151.8,18.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,130,390,480,4.7,4000,357.1,32.3,159,15.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Luvisols,Grassland,,,0~10,70,300,630,5.2,5750,500,32.3,169.8,17.5,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Arenosols,Grassland,,,0~10,650,100,250,4.9,3666.7,357.1,32.3,173.4,16.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,230,200,580,5.8,5500,500,29,185.3,17.4,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Fluvisols,Grassland,,,0~10,30,420,550,5.9,5333.3,500,25.8,185.7,16.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Fluvisols,Grassland,,,0~10,40,280,680,5,6666.7,642.9,64.5,284.3,24.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wu, J., O'Donnell, A.G., He, Z.L., Syers, J.K. 1994, Fumigation-extraction method for the measurement of soil microbial biomass-S, Soil Biology and Biochemistry, 26(1), 117-125.",,,United kingdom,-1.68,55.22,,,,,Grassland,,,0~20,,,,6.1,2291.67,,,51.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wu, J., O'Donnell, A.G., He, Z.L., Syers, J.K. 1994, Fumigation-extraction method for the measurement of soil microbial biomass-S, Soil Biology and Biochemistry, 26(1), 117-125.",,,United kingdom,-1.68,55.22,,,,,Grassland,,,0~20,,,,5,2308.33,,,36.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wu, J., O'Donnell, A.G., He, Z.L., Syers, J.K. 1994, Fumigation-extraction method for the measurement of soil microbial biomass-S, Soil Biology and Biochemistry, 26(1), 117-125.",,,United kingdom,-2.1,55,,,,,Grassland,,,0~20,,,,5.5,2933.33,,,69.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wu, J., O'Donnell, A.G., He, Z.L., Syers, J.K. 1994, Fumigation-extraction method for the measurement of soil microbial biomass-S, Soil Biology and Biochemistry, 26(1), 117-125.",,,United kingdom,-2.97,52.5,,,,,Grassland,,,0~20,,,,5.3,4450,,,142.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wu, J., O'Donnell, A.G., He, Z.L., Syers, J.K. 1994, Fumigation-extraction method for the measurement of soil microbial biomass-S, Soil Biology and Biochemistry, 26(1), 117-125.",,,United kingdom,-2.97,52.5,,,,,Grassland,,,0~20,,,,5.4,4425,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wu, J., O'Donnell, A.G., He, Z.L., Syers, J.K. 1994, Fumigation-extraction method for the measurement of soil microbial biomass-S, Soil Biology and Biochemistry, 26(1), 117-125.",,,United kingdom,-2.97,52.5,,,,,Grassland,,,0~20,,,,5.2,2725,,,136.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wu, J., O'Donnell, A.G., He, Z.L., Syers, J.K. 1994, Fumigation-extraction method for the measurement of soil microbial biomass-S, Soil Biology and Biochemistry, 26(1), 117-125.",,,United kingdom,-2.97,52.5,,,,,Grassland,,,0~20,,,,3.7,5225,,,135.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wu, J., O'Donnell, A.G., He, Z.L., Syers, J.K. 1994, Fumigation-extraction method for the measurement of soil microbial biomass-S, Soil Biology and Biochemistry, 26(1), 117-125.",,,United kingdom,-2.97,52.5,,,,,Grassland,,,0~20,,,,5.7,3608.33,,,211.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wu, J., O'Donnell, A.G., He, Z.L., Syers, J.K. 1994, Fumigation-extraction method for the measurement of soil microbial biomass-S, Soil Biology and Biochemistry, 26(1), 117-125.",,,United kingdom,-2.97,52.5,,,,,Grassland,,,0~20,,,,5.5,3075,,,150.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Allison, Victoria. J., Miller, R. Michael., Jastrow, Julie. D., Matamala, Roser., Zak, Donald. R., 2005, Changes in soil microbial community structure in a Tallgrass prairie chronosequence, Soil Science Society of America Journal. 69, 1412-1421.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,,prairie,0~5,,,,6.06,3050,196.43,,52.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Allison, Victoria. J., Miller, R. Michael., Jastrow, Julie. D., Matamala, Roser., Zak, Donald. R., 2005, Changes in soil microbial community structure in a Tallgrass prairie chronosequence, Soil Science Society of America Journal. 69, 1412-1421.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,,prairie,0~5,,,,6.83,3625,236.43,,77.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Allison, Victoria. J., Miller, R. Michael., Jastrow, Julie. D., Matamala, Roser., Zak, Donald. R., 2005, Changes in soil microbial community structure in a Tallgrass prairie chronosequence, Soil Science Society of America Journal. 69, 1412-1421.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,,prairie,0~5,,,,6.29,3683.33,246.43,,83.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Allison, Victoria. J., Miller, R. Michael., Jastrow, Julie. D., Matamala, Roser., Zak, Donald. R., 2005, Changes in soil microbial community structure in a Tallgrass prairie chronosequence, Soil Science Society of America Journal. 69, 1412-1421.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,,prairie,0~5,,,,6.49,3166.67,200.71,,66.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Allison, Victoria. J., Miller, R. Michael., Jastrow, Julie. D., Matamala, Roser., Zak, Donald. R., 2005, Changes in soil microbial community structure in a Tallgrass prairie chronosequence, Soil Science Society of America Journal. 69, 1412-1421.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,,prairie,0~5,,,,6.74,3916.67,266.43,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Allison, Victoria. J., Miller, R. Michael., Jastrow, Julie. D., Matamala, Roser., Zak, Donald. R., 2005, Changes in soil microbial community structure in a Tallgrass prairie chronosequence, Soil Science Society of America Journal. 69, 1412-1421.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,,prairie,0~5,,,,6.79,4383.33,273.57,,141.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Allison, Victoria. J., Miller, R. Michael., Jastrow, Julie. D., Matamala, Roser., Zak, Donald. R., 2005, Changes in soil microbial community structure in a Tallgrass prairie chronosequence, Soil Science Society of America Journal. 69, 1412-1421.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,,prairie,0~5,,,,7.16,4491.67,298.57,,124.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Allison, Victoria. J., Miller, R. Michael., Jastrow, Julie. D., Matamala, Roser., Zak, Donald. R., 2005, Changes in soil microbial community structure in a Tallgrass prairie chronosequence, Soil Science Society of America Journal. 69, 1412-1421.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,,prairie,0~5,,,,6.51,4566.67,312.14,,161.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Allison, Victoria. J., Miller, R. Michael., Jastrow, Julie. D., Matamala, Roser., Zak, Donald. R., 2005, Changes in soil microbial community structure in a Tallgrass prairie chronosequence, Soil Science Society of America Journal. 69, 1412-1421.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,,prairie,0~5,,,,5.93,4066.67,242.86,,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bailey, V.L., Smith, J.L., Bolton Jr., H., 2002, Fungal-to-Bacterial ratios in soils investigated for enhanced C sequestration, Soil Biology and Biochemistry, 34, 997-1007.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,Farmed,Tallgrass prairie,Not mentioned,,,,5.6,3000,242.8571429,,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bailey, V.L., Smith, J.L., Bolton Jr., H., 2002, Fungal-to-Bacterial ratios in soils investigated for enhanced C sequestration, Soil Biology and Biochemistry, 34, 997-1007.",,,United States of America,-88.31,41.85,,,,Gleysols,Grassland,Restored 1979,Tallgrass prairie,Not mentioned,,,,7.3,4158.333333,328.5714286,,116.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bolton, H., Smith, J.L., Link, S.O., 1993, Soil microbial biomass and activity of a disturbed and undisturbed shrub-steppe ecosystem, Soil Biology and Biochemistry, 25(5), 545-552.",,,United States of America,,,,,,Gypsisols,Grassland,,peennial shrub-stepp,0~5,,,,6.73,400,107.14,,11.08,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bolton, H., Smith, J.L., Link, S.O., 1993, Soil microbial biomass and activity of a disturbed and undisturbed shrub-steppe ecosystem, Soil Biology and Biochemistry, 25(5), 545-552.",,,United States of America,,,,,,Gypsisols,Grassland,,peennial shrub-stepp,5~15,,,,6.94,241.67,128.57,,8.5,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bolton, H., Smith, J.L., Link, S.O., 1993, Soil microbial biomass and activity of a disturbed and undisturbed shrub-steppe ecosystem, Soil Biology and Biochemistry, 25(5), 545-552.",,,United States of America,,,,,,Gypsisols,Grassland,,peennial shrub-stepp,0~5,,,,6.65,891.67,135.71,,13.33,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bolton, H., Smith, J.L., Link, S.O., 1993, Soil microbial biomass and activity of a disturbed and undisturbed shrub-steppe ecosystem, Soil Biology and Biochemistry, 25(5), 545-552.",,,United States of America,,,,,,Gypsisols,Grassland,,peennial shrub-stepp,5~15,,,,7.01,325,107.14,,11.75,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bolton, H., Smith, J.L., Link, S.O., 1993, Soil microbial biomass and activity of a disturbed and undisturbed shrub-steppe ecosystem, Soil Biology and Biochemistry, 25(5), 545-552.",,,United States of America,,,,,,Gypsisols,Grassland,,peennial shrub-stepp,0~5,,,,7.06,983.33,157.14,,15.83,10.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
